timestamp,main_aqi,co,no,no2,o3,so2,pm2_5,pm10
1691744400,1,233.65,4.69,10.28,49.35,1.46,9.44,10.95
1691748000,3,223.64,0.82,4.67,125.89,5.78,8.96,10.17
1691751600,4,220.3,0.42,2.96,148.77,6.91,9.98,10.98
1691755200,4,220.3,0.34,2.63,161.65,7.51,11.31,12.27
1691758800,4,216.96,0.29,2.33,164.51,6.56,11.14,11.93
1691762400,4,213.62,0.29,2.38,161.65,5.66,10.83,11.51
1691766000,4,213.62,0.3,2.83,164.51,5.72,11.31,11.99
1691769600,3,236.99,1.59,12.34,127.32,4.65,12.75,13.59
1691773200,2,267.03,2.77,22.96,87.98,4.05,14.47,15.53
1691776800,2,287.06,1.56,30.16,67.95,4.17,15.13,16.34
1691780400,2,283.72,0.07,28.1,64.37,3.87,14.26,15.51
1691784000,2,267.03,0.0,22.28,50.78,2.53,12.69,13.96
1691787600,2,253.68,0.03,20.56,27.54,1.43,11.48,12.84
1691791200,2,236.99,0.24,19.36,10.1,0.72,10.7,12.17
1691794800,2,220.3,0.43,16.28,3.84,0.51,10.12,11.69
1691798400,1,206.95,0.52,13.37,2.59,0.56,9.48,11.13
1691802000,1,198.6,0.67,11.82,1.86,0.7,9.34,11.07
1691805600,1,193.6,1.01,9.68,1.14,0.56,9.63,11.41
1691809200,2,195.26,1.12,8.23,1.36,0.39,10.05,11.75
1691812800,2,206.95,0.27,8.91,5.1,0.45,10.12,11.62
1691816400,1,211.95,0.73,9.34,4.02,0.62,10.0,11.5
1691820000,2,226.97,4.58,8.14,4.74,0.93,10.85,12.47
1691823600,2,243.66,6.03,8.57,15.02,1.4,13.26,15.04
1691827200,2,253.68,4.41,9.68,35.41,1.76,16.51,18.42
1691830800,2,260.35,2.1,8.31,74.39,2.21,20.92,22.92
1691834400,3,236.99,0.42,3.56,133.04,3.49,22.81,24.31
1691838000,3,226.97,0.19,2.27,138.76,2.98,21.5,22.71
1691841600,3,220.3,0.12,2.03,135.9,2.53,19.06,19.97
1691845200,3,206.95,0.08,2.1,125.89,2.86,12.98,13.5
1691848800,3,201.94,0.09,2.66,114.44,3.34,10.62,10.99
1691852400,2,198.6,0.07,3.17,98.71,2.59,9.21,9.5
1691856000,2,193.6,0.11,3.64,83.68,1.97,8.07,8.33
1691859600,2,190.26,0.19,4.03,72.24,1.86,7.41,7.68
1691863200,2,188.59,0.14,4.93,63.66,2.0,6.94,7.22
1691866800,1,188.59,0.01,5.48,58.65,1.83,6.41,6.69
1691870400,1,188.59,0.0,4.97,55.07,1.48,5.67,5.95
1691874000,1,186.92,0.0,4.46,51.5,1.28,5.13,5.41
1691877600,1,186.92,0.0,4.37,46.49,1.24,5.16,5.48
1691881200,1,185.25,0.0,4.24,41.48,1.15,5.32,5.69
1691884800,1,183.58,0.0,4.03,36.48,0.98,5.26,5.65
1691888400,1,181.91,0.0,3.77,30.4,0.75,5.12,5.49
1691892000,1,180.24,0.0,3.68,23.25,0.54,5.0,5.36
1691895600,1,178.58,0.02,3.94,16.99,0.48,5.05,5.44
1691899200,1,181.91,0.06,4.93,11.8,0.52,5.3,5.73
1691902800,1,190.26,0.32,6.94,7.06,0.69,5.51,5.99
1691906400,1,198.6,1.03,8.74,4.92,0.87,5.53,6.07
1691910000,1,198.6,1.19,8.48,12.52,1.16,4.9,5.47
1691913600,1,195.26,1.59,6.6,20.92,1.34,4.55,5.18
1691917200,1,191.93,1.4,5.14,33.26,1.56,4.72,5.41
1691920800,2,191.93,0.37,2.55,72.24,1.65,2.89,3.25
1691924400,2,193.6,0.17,2.03,83.68,1.45,1.91,2.17
1691928000,2,193.6,0.1,2.16,85.12,1.48,1.6,1.84
1691931600,2,193.6,0.08,2.27,83.68,1.46,1.34,1.55
1691935200,2,193.6,0.11,2.53,80.82,1.64,1.32,1.53
1691938800,2,195.26,0.19,3.04,77.96,2.03,1.59,1.8
1691942400,2,196.93,0.25,4.33,74.39,2.26,2.13,2.38
1691946000,2,201.94,0.19,5.57,67.95,2.03,2.74,3.03
1691949600,1,201.94,0.07,5.91,59.37,1.59,2.86,3.18
1691953200,1,203.61,0.0,6.6,47.21,1.19,2.85,3.22
1691956800,1,206.95,0.0,8.05,32.9,1.01,3.11,3.6
1691960400,1,211.95,0.01,9.17,22.53,0.9,3.43,4.03
1691964000,1,213.62,0.12,9.68,11.8,0.63,3.75,4.51
1691967600,1,213.62,0.39,9.25,4.34,0.5,4.07,4.97
1691971200,1,210.29,0.77,8.05,1.63,0.51,4.36,5.21
1691974800,1,206.95,1.22,7.03,0.74,0.63,4.53,5.32
1691978400,1,205.28,1.51,6.51,0.51,0.69,4.67,5.56
1691982000,1,205.28,1.48,7.11,0.7,0.8,4.92,5.84
1691985600,1,213.62,0.36,10.02,4.29,1.22,5.24,6.04
1691989200,1,220.3,0.78,10.8,3.62,1.27,5.52,6.32
1691992800,1,233.65,4.81,8.48,4.87,1.28,5.9,6.73
1691996400,1,240.33,8.16,7.03,7.87,1.33,6.2,7.16
1692000000,1,240.33,7.71,8.65,11.62,1.42,6.41,7.51
1692003600,1,233.65,4.58,11.31,20.21,1.7,6.56,7.72
1692007200,2,210.29,0.54,6.68,69.38,4.89,4.05,4.65
1692010800,2,205.28,0.42,4.58,83.68,5.07,3.56,4.08
1692014400,2,206.95,0.35,3.56,98.71,4.71,3.81,4.36
1692018000,3,208.62,0.25,2.78,111.58,3.99,3.85,4.42
1692021600,3,208.62,0.21,2.78,117.3,3.76,3.99,4.72
1692025200,3,208.62,0.2,3.3,117.3,3.73,3.88,4.69
1692028800,3,213.62,0.28,6.34,104.43,3.46,3.98,4.82
1692032400,2,223.64,0.24,10.54,86.55,3.13,4.46,5.39
1692036000,2,233.65,0.07,14.05,70.81,3.16,4.66,5.73
1692039600,1,253.68,0.01,19.36,47.21,2.86,5.11,6.37
1692043200,1,270.37,0.02,23.99,24.32,2.24,5.82,7.31
1692046800,1,277.04,0.18,24.68,11.62,1.65,6.25,7.92
1692050400,1,273.7,0.49,22.62,5.1,1.06,6.49,8.27
1692054000,1,277.04,1.2,19.19,1.21,0.72,7.23,9.21
1692057600,1,273.7,2.4,14.91,0.14,0.58,8.15,10.47
1692061200,1,260.35,3.38,11.31,0.04,0.53,8.59,11.11
1692064800,1,247.0,3.86,9.17,0.03,0.51,8.6,11.14
1692068400,1,236.99,3.69,8.14,0.05,0.51,8.4,10.8
1692072000,1,226.97,3.19,7.71,0.07,0.56,7.97,10.11
1692075600,1,223.64,4.86,6.77,0.11,0.75,7.73,9.69
1692079200,1,226.97,9.05,5.48,1.77,0.92,7.85,9.7
1692082800,1,226.97,8.38,6.94,7.6,1.33,7.58,9.27
1692086400,1,233.65,7.26,8.65,13.77,1.82,7.54,9.11
1692090000,1,230.31,3.35,9.51,30.76,1.97,7.44,8.84
1692093600,2,213.62,0.45,3.98,79.39,2.06,6.73,8.7
1692097200,2,211.95,0.34,2.7,95.84,2.71,7.11,9.23
1692100800,3,208.62,0.29,2.1,107.29,2.71,7.37,9.59
1692104400,3,198.6,0.22,1.48,105.86,1.76,5.62,7.51
1692108000,3,190.26,0.22,1.41,101.57,1.34,4.03,5.47
1692111600,3,188.59,0.25,1.69,103.0,1.28,3.22,4.3
1692115200,3,191.93,0.34,2.87,103.0,1.37,3.59,4.53
1692118800,3,198.6,0.3,4.63,101.57,1.67,5.64,6.7
1692122400,2,205.28,0.1,5.74,98.71,1.64,8.51,9.75
1692126000,2,213.62,0.0,7.8,80.82,1.43,10.34,11.64
1692129600,2,223.64,0.0,10.45,57.22,1.34,11.12,12.46
1692133200,2,223.64,0.0,11.82,38.98,1.1,11.4,12.78
1692136800,2,220.3,0.01,11.14,27.18,0.75,11.22,12.66
1692140400,2,211.95,0.02,8.91,19.31,0.53,10.73,12.19
1692144000,2,203.61,0.04,6.94,13.95,0.44,10.16,11.54
1692147600,1,196.93,0.08,5.65,10.28,0.41,9.7,10.76
1692151200,1,191.93,0.13,5.06,7.87,0.42,9.29,10.22
1692154800,1,188.59,0.22,4.93,5.9,0.45,8.9,9.84
1692158400,1,186.92,0.48,5.27,4.2,0.49,8.52,9.54
1692162000,1,196.93,2.29,6.6,1.7,0.72,8.46,9.73
1692165600,1,213.62,6.65,6.68,2.7,0.88,8.79,10.2
1692169200,1,213.62,3.07,7.45,21.1,0.95,9.5,10.76
1692172800,2,216.96,1.93,6.51,39.34,1.1,11.02,12.12
1692176400,2,220.3,1.09,5.4,56.51,1.16,12.19,13.15
1692180000,2,206.95,0.35,2.78,82.25,1.77,7.34,8.09
1692183600,2,200.27,0.28,2.33,88.69,1.94,5.68,6.51
1692187200,2,196.93,0.27,2.23,91.55,2.09,5.17,5.96
1692190800,2,195.26,0.22,2.12,95.84,2.15,4.74,5.54
1692194400,2,195.26,0.19,2.33,97.27,2.21,4.4,5.22
1692198000,2,196.93,0.16,2.78,95.84,2.21,4.03,4.84
1692201600,2,200.27,0.19,5.23,87.98,1.74,4.03,4.86
1692205200,2,206.95,0.15,8.23,75.1,1.19,4.4,5.29
1692208800,2,210.29,0.03,9.51,65.09,0.95,4.72,5.64
1692212400,1,213.62,0.0,10.11,55.07,0.88,5.2,6.07
1692216000,1,216.96,0.0,11.31,43.63,0.97,5.88,6.73
1692219600,1,220.3,0.0,12.85,33.26,0.98,6.5,7.39
1692223200,1,220.3,0.01,13.37,23.96,0.83,6.8,7.71
1692226800,1,213.62,0.01,10.54,21.82,0.66,7.17,7.96
1692230400,1,205.28,0.0,6.25,30.4,0.54,7.57,8.15
1692234000,1,201.94,0.0,4.07,42.92,0.49,6.94,7.43
1692237600,1,201.94,0.0,3.64,38.98,0.4,6.37,6.88
1692241200,1,200.27,0.0,3.43,35.05,0.37,6.22,6.7
1692244800,1,201.94,0.0,3.56,32.54,0.38,6.3,6.76
1692248400,1,205.28,0.01,5.01,30.76,0.52,6.74,7.22
1692252000,1,213.62,0.54,6.94,31.47,0.7,7.43,7.98
1692255600,1,216.96,0.95,6.85,41.48,0.8,8.02,8.59
1692259200,1,216.96,1.56,6.34,43.99,0.97,8.32,8.95
1692262800,1,216.96,1.54,5.44,55.79,1.28,8.88,9.54
1692266400,2,213.62,0.61,4.11,94.41,3.04,10.47,11.08
1692270000,3,211.95,0.35,3.73,111.58,4.29,11.47,12.06
1692273600,3,211.95,0.25,3.73,115.87,4.59,11.56,12.16
1692277200,3,211.95,0.07,4.67,113.01,4.83,11.11,11.68
1692280800,3,213.62,0.04,6.68,107.29,5.48,11.44,11.99
1692284400,3,216.96,0.03,8.65,103.0,5.72,12.18,12.71
1692288000,2,223.64,0.02,11.65,87.26,3.76,13.08,13.67
1692291600,2,233.65,0.01,14.91,66.52,2.29,13.75,14.48
1692295200,2,236.99,0.01,16.11,53.64,1.86,14.02,14.84
1692298800,2,240.33,0.0,16.79,44.7,1.7,13.82,14.69
1692302400,2,243.66,0.0,16.28,35.41,1.45,13.45,14.34
1692306000,2,240.33,0.01,14.91,25.75,1.04,12.88,13.83
1692309600,2,230.31,0.03,13.02,18.42,0.63,12.21,13.21
1692313200,2,220.3,0.02,10.54,16.81,0.41,11.14,11.98
1692316800,1,213.62,0.0,7.11,30.4,0.31,9.1,9.62
1692320400,2,206.95,0.0,3.04,60.8,0.29,6.6,6.9
1692324000,1,201.94,0.0,2.53,55.79,0.29,6.1,6.48
1692327600,1,195.26,0.0,2.55,45.78,0.31,6.3,6.79
1692331200,1,191.93,0.0,3.3,33.97,0.35,7.32,8.0
1692334800,1,198.6,0.09,5.83,23.6,0.54,9.07,9.99
1692338400,2,210.29,1.62,8.23,15.91,0.73,10.79,11.93
1692342000,2,220.3,4.41,7.63,16.27,0.8,12.1,13.39
1692345600,2,220.3,5.03,7.63,24.68,0.86,13.39,14.78
1692349200,2,223.64,3.46,8.05,46.49,0.92,15.58,17.02
1692352800,3,210.29,0.53,3.0,105.86,2.09,13.2,14.59
1692356400,3,208.62,0.29,1.95,121.59,2.18,13.91,15.35
1692360000,3,208.62,0.25,1.82,128.75,2.06,14.92,16.39
1692363600,3,200.27,0.21,1.54,125.89,1.61,11.3,12.67
1692367200,3,195.26,0.21,1.59,124.45,1.56,8.82,10.18
1692370800,3,193.6,0.23,1.95,125.89,1.77,8.0,9.41
1692374400,2,216.96,1.75,11.82,97.27,2.03,8.74,10.28
1692378000,2,250.34,3.13,23.65,64.37,2.26,10.19,11.91
1692381600,2,267.03,1.79,31.87,41.84,2.74,11.12,13.06
1692385200,2,257.02,0.05,31.53,26.46,2.53,11.49,13.54
1692388800,2,240.33,0.05,24.33,18.24,1.73,11.8,13.73
1692392400,2,230.31,0.07,19.19,17.7,1.15,12.41,14.03
1692396000,2,211.95,0.0,8.83,64.37,0.83,12.91,14.18
1692399600,2,206.95,0.0,5.83,74.39,0.74,12.34,13.51
1692403200,2,208.62,0.0,4.54,75.82,0.73,11.91,12.99
1692406800,2,208.62,0.0,3.86,75.1,0.77,11.89,12.92
1692410400,2,208.62,0.0,3.56,70.81,0.8,11.89,12.94
1692414000,2,206.95,0.0,3.6,65.09,0.82,11.56,12.64
1692417600,2,205.28,0.0,4.07,58.65,0.83,10.95,12.06
1692421200,2,208.62,0.0,6.08,49.35,0.92,10.32,11.48
1692424800,1,213.62,0.57,8.74,39.34,1.01,9.97,11.22
1692428400,1,216.96,2.15,8.65,36.12,1.1,9.78,11.18
1692432000,1,220.3,2.88,8.14,42.2,1.24,9.76,11.38
1692435600,2,216.96,2.04,7.28,65.8,1.64,10.27,12.22
1692439200,3,208.62,0.6,3.9,115.87,3.78,10.06,12.74
1692442800,4,210.29,0.37,3.0,141.62,4.41,11.86,14.75
1692446400,4,211.95,0.31,2.83,161.65,4.89,13.75,16.87
1692450000,4,201.94,0.22,2.27,158.79,3.76,12.8,17.03
1692453600,4,198.6,0.17,2.18,151.63,2.41,12.94,17.64
1692457200,4,200.27,0.12,2.7,154.5,2.44,14.01,18.88
1692460800,4,206.95,0.15,5.83,143.05,2.98,16.05,20.93
1692464400,3,213.62,0.15,9.17,115.87,2.62,17.57,22.64
1692468000,2,220.3,0.05,10.71,92.98,2.15,18.59,23.99
1692471600,2,223.64,0.0,11.31,77.96,2.03,19.86,25.3
1692475200,2,226.97,0.0,11.65,68.66,2.09,20.99,26.14
1692478800,2,226.97,0.0,11.31,65.09,1.97,22.3,27.11
1692482400,2,223.64,0.0,9.94,61.51,1.48,23.21,27.68
1692486000,2,220.3,0.0,8.57,52.21,1.01,24.16,28.4
1692489600,3,216.96,0.0,7.54,42.2,0.75,25.79,29.81
1692493200,3,216.96,0.0,6.77,31.83,0.55,27.63,31.52
1692496800,3,213.62,0.01,6.17,22.53,0.47,28.92,32.8
1692500400,3,210.29,0.02,5.91,16.27,0.48,29.77,33.77
1692504000,3,208.62,0.06,6.0,12.7,0.52,30.22,34.34
1692507600,3,216.96,0.54,8.23,6.71,0.72,30.55,34.75
1692511200,3,236.99,4.19,9.34,3.71,0.93,30.84,35.15
1692514800,3,236.99,1.75,8.31,31.11,1.19,30.38,35.34
1692518400,3,236.99,1.79,6.85,47.21,1.25,29.85,34.82
1692522000,3,233.65,1.15,5.27,72.24,1.28,29.46,34.43
1692525600,3,213.62,0.35,2.42,114.44,2.29,22.27,28.12
1692529200,3,203.61,0.23,1.69,124.45,2.35,19.04,25.09
1692532800,3,198.6,0.2,1.54,127.32,2.21,17.85,23.68
1692536400,3,195.26,0.17,1.31,124.45,1.64,16.33,21.7
1692540000,3,193.6,0.15,1.3,123.02,1.34,15.69,20.32
1692543600,3,195.26,0.16,1.52,123.02,1.28,15.8,19.96
1692547200,3,198.6,0.27,3.17,115.87,0.98,16.16,19.79
1692550800,3,205.28,0.28,5.14,103.0,0.91,16.5,19.49
1692554400,2,208.62,0.09,6.43,91.55,1.06,16.86,19.26
1692558000,2,211.95,0.0,6.6,85.12,1.22,17.06,18.99
1692561600,2,216.96,0.0,6.0,84.4,1.46,16.91,18.49
1692565200,2,220.3,0.0,5.44,85.83,1.64,16.13,17.4
1692568800,2,223.64,0.0,4.93,81.54,1.42,14.36,15.41
1692572400,2,223.64,0.0,4.67,70.1,0.95,12.67,13.63
1692576000,2,220.3,0.0,4.24,57.94,0.61,11.24,12.16
1692579600,2,216.96,0.0,4.2,45.42,0.45,10.35,11.26
1692583200,1,211.95,0.0,4.54,32.19,0.44,9.91,10.89
1692586800,1,210.29,0.01,5.06,21.99,0.48,9.78,10.85
1692590400,1,208.62,0.05,5.74,14.84,0.55,9.74,10.92
1692594000,1,216.96,0.38,8.14,8.76,0.82,9.96,11.25
1692597600,2,233.65,3.07,9.6,7.6,1.09,10.46,11.84
1692601200,2,240.33,4.86,8.83,16.45,1.13,10.55,11.9
1692604800,2,243.66,6.31,8.57,21.28,1.27,10.98,12.39
1692608400,2,250.34,5.31,9.68,37.19,1.53,11.95,13.37
1692612000,3,233.65,0.82,4.41,104.43,4.05,10.86,11.9
1692615600,3,230.31,0.37,2.68,124.45,3.99,11.42,12.37
1692619200,3,230.31,0.26,2.12,130.18,3.04,11.53,12.5
1692622800,3,226.97,0.2,1.63,123.02,1.88,10.15,11.17
1692626400,3,226.97,0.19,1.5,117.3,1.45,9.23,10.26
1692630000,3,226.97,0.19,1.69,118.73,1.4,9.42,10.42
1692633600,3,233.65,0.37,3.86,115.87,1.25,10.23,11.16
1692637200,3,240.33,0.43,6.77,107.29,1.42,11.78,12.74
1692640800,2,247.0,0.15,9.0,97.27,1.64,13.71,14.78
1692644400,2,250.34,0.0,9.25,91.55,1.74,15.6,16.82
1692648000,2,253.68,0.0,8.23,91.55,1.8,17.24,18.65
1692651600,2,257.02,0.0,7.03,97.27,1.8,18.76,20.35
1692655200,2,260.35,0.0,6.6,92.98,1.43,19.7,21.3
1692658800,2,257.02,0.0,6.51,77.25,0.98,19.87,21.45
1692662400,2,250.34,0.0,6.08,62.23,0.72,19.81,21.39
1692666000,2,247.0,0.0,6.25,46.49,0.64,19.74,21.37
1692669600,2,240.33,0.0,7.03,33.97,0.83,19.69,21.44
1692673200,2,233.65,0.0,8.74,27.54,1.18,19.52,21.43
1692676800,2,236.99,0.02,12.0,22.17,1.68,19.49,21.58
1692680400,2,250.34,0.44,18.51,10.82,2.44,20.12,22.41
1692684000,2,277.04,6.93,18.68,3.76,2.71,21.29,23.69
1692687600,2,283.72,9.5,13.71,9.92,1.85,21.94,24.18
1692691200,2,277.04,7.26,11.82,22.53,1.43,22.54,24.77
1692694800,2,267.03,3.41,9.68,53.64,1.33,24.09,26.43
1692698400,4,283.72,0.45,4.07,157.36,8.23,26.64,30.05
1692702000,4,273.7,0.28,2.61,168.8,6.62,23.89,27.05
1692705600,4,270.37,0.22,2.12,171.66,5.42,22.76,25.81
1692709200,4,260.35,0.18,1.8,170.23,4.29,19.95,22.54
1692712800,4,253.68,0.17,1.8,168.8,3.61,18.11,20.34
1692716400,4,250.34,0.18,2.12,173.09,3.7,17.43,19.5
1692720000,4,260.35,0.28,4.33,177.38,4.29,19.67,21.96
1692723600,4,270.37,0.25,6.94,167.37,4.23,21.86,24.46
1692727200,4,270.37,0.07,8.4,147.34,3.4,21.7,24.44
1692730800,3,270.37,0.0,8.14,124.45,2.32,20.59,23.37
1692734400,3,267.03,0.0,7.88,107.29,1.67,20.26,23.11
1692738000,2,267.03,0.0,7.97,95.84,1.36,20.58,23.48
1692741600,2,263.69,0.0,7.63,85.83,1.13,20.83,23.69
1692745200,2,260.35,0.0,6.6,79.39,1.03,21.15,24.01
1692748800,2,257.02,0.0,5.65,72.96,0.98,21.62,24.55
1692752400,2,257.02,0.0,4.97,67.23,0.95,21.26,24.33
1692756000,2,257.02,0.0,4.37,64.37,0.98,20.43,23.68
1692759600,2,257.02,0.0,3.94,63.66,0.95,19.79,23.16
1692763200,2,257.02,0.0,3.98,60.08,0.85,19.1,22.45
1692766800,2,257.02,0.0,5.74,51.5,0.87,18.4,21.65
1692770400,2,260.35,0.36,8.74,41.84,0.97,17.82,20.96
1692774000,2,260.35,1.62,8.74,39.7,1.01,17.3,20.26
1692777600,2,257.02,2.15,7.45,47.21,1.07,16.81,19.63
1692781200,2,253.68,1.69,6.25,65.09,1.19,16.9,19.64
1692784800,3,250.34,0.46,2.96,120.16,3.07,14.52,17.17
1692788400,4,250.34,0.26,2.01,143.05,3.22,15.2,17.94
1692792000,4,250.34,0.21,1.74,148.77,2.65,16.0,18.8
1692795600,4,250.34,0.18,1.48,150.2,2.03,16.6,19.42
1692799200,4,253.68,0.17,1.52,150.2,1.79,17.03,19.81
1692802800,4,253.68,0.17,1.82,154.5,1.74,17.32,20.0
1692806400,4,257.02,0.34,4.2,147.34,1.7,17.21,19.66
1692810000,3,260.35,0.37,7.11,134.47,1.88,17.43,19.75
1692813600,3,263.69,0.12,9.17,121.59,1.97,18.17,20.52
1692817200,3,263.69,0.0,9.68,108.72,1.89,19.24,21.71
1692820800,2,267.03,0.0,9.77,97.27,1.73,20.48,23.01
1692824400,2,267.03,0.0,9.51,85.83,1.49,21.08,23.6
1692828000,2,260.35,0.0,8.4,78.68,1.28,20.34,22.71
1692831600,2,250.34,0.0,6.85,77.25,1.24,18.68,20.81
1692835200,2,243.66,0.0,5.44,76.53,1.21,16.89,18.74
1692838800,2,240.33,0.0,4.58,74.39,1.07,15.32,16.96
1692842400,2,236.99,0.0,4.24,67.23,0.86,14.05,15.53
1692846000,2,233.65,0.0,4.2,60.08,0.69,12.87,14.22
1692849600,2,230.31,0.0,4.54,52.93,0.6,11.74,13.0
1692853200,2,230.31,0.0,6.68,45.42,0.68,10.97,12.19
1692856800,2,236.99,0.07,10.8,36.48,0.8,10.57,11.8
1692860400,2,236.99,0.64,12.51,35.41,0.88,10.21,11.45
1692864000,2,236.99,1.3,10.45,47.21,1.0,10.08,11.38
1692867600,2,233.65,1.19,7.54,69.38,1.28,10.83,12.3
1692871200,3,236.99,0.44,3.68,114.44,2.32,13.59,15.51
1692874800,3,236.99,0.24,2.61,131.61,2.56,15.24,17.41
1692878400,4,236.99,0.22,2.29,140.19,2.65,15.99,18.28
1692882000,3,236.99,0.04,2.55,138.76,2.62,15.55,19.03
1692885600,3,240.33,0.01,3.26,138.76,3.34,15.83,20.26
1692889200,4,247.0,0.01,4.07,147.34,3.7,15.85,19.1
1692892800,4,253.68,0.0,5.31,147.34,2.68,16.63,18.58
1692896400,3,263.69,0.0,7.37,135.9,2.12,18.91,20.23
1692900000,3,270.37,0.0,9.51,120.16,2.12,20.01,21.25
1692903600,3,273.7,0.0,11.31,104.43,2.56,19.88,21.28
1692907200,2,273.7,0.0,10.88,94.41,2.77,18.9,20.7
1692910800,2,263.69,0.0,9.34,89.41,2.38,17.4,19.97
1692914400,2,257.02,0.0,8.57,82.97,1.77,15.56,18.96
1692918000,2,260.35,0.0,9.6,71.53,1.61,15.34,19.66
1692921600,2,260.35,0.0,10.2,59.37,1.56,15.17,20.22
1692925200,2,260.35,0.0,10.97,47.21,1.49,14.67,20.01
1692928800,2,253.68,0.0,11.65,35.76,1.28,13.89,19.2
1692932400,2,233.65,0.0,9.34,35.05,1.0,11.96,16.43
1692936000,1,213.62,0.0,5.91,42.56,0.83,8.93,12.2
1692939600,1,205.28,0.0,5.91,46.49,0.94,6.84,9.46
1692943200,1,206.95,0.08,8.4,43.99,1.16,6.04,8.61
1692946800,1,211.95,0.22,10.71,41.48,1.59,6.11,8.68
1692950400,1,223.64,0.53,12.0,41.48,2.09,7.23,9.59
1692954000,1,233.65,0.7,11.65,48.64,2.35,8.52,10.85
1692957600,2,233.65,0.44,10.02,60.8,2.32,8.54,11.01
1692961200,2,226.97,0.27,8.23,69.38,2.15,7.45,10.24
1692964800,2,220.3,0.21,6.77,75.1,2.0,6.8,9.89
1692968400,2,210.29,0.11,3.43,90.84,1.53,5.8,8.5
1692972000,2,208.62,0.07,2.01,95.84,0.9,3.47,4.62
1692975600,2,208.62,0.07,1.86,95.84,0.75,1.9,2.16
1692979200,2,210.29,0.09,2.68,91.55,0.83,1.91,2.05
1692982800,2,211.95,0.05,3.81,85.12,1.09,2.27,2.44
1692986400,2,216.96,0.01,4.67,80.11,1.45,2.51,2.72
1692990000,2,216.96,0.0,5.18,73.67,1.67,2.63,2.87
1692993600,2,216.96,0.0,5.44,67.95,1.62,2.68,2.93
1692997200,2,216.96,0.0,5.48,62.23,1.43,2.66,2.94
1693000800,1,216.96,0.0,5.48,57.22,1.21,2.64,2.92
1693004400,1,216.96,0.0,5.27,53.64,1.01,2.55,2.79
1693008000,1,216.96,0.0,4.28,54.36,0.92,2.36,2.54
1693011600,1,216.96,0.0,3.13,57.94,0.94,2.48,2.61
1693015200,1,216.96,0.0,2.7,54.36,0.95,2.54,2.66
1693018800,1,213.62,0.0,2.42,49.35,0.92,2.11,2.22
1693022400,1,213.62,0.0,2.38,48.64,1.04,2.01,2.14
1693026000,1,220.3,0.0,3.0,45.78,1.28,2.77,2.97
1693029600,1,223.64,0.15,3.77,42.56,1.3,3.6,3.88
1693033200,1,223.64,0.49,3.77,47.21,1.3,4.05,4.4
1693036800,1,216.96,0.5,3.77,57.22,1.48,4.36,4.79
1693040400,2,216.96,0.34,3.81,66.52,1.61,4.5,5.0
1693044000,2,211.95,0.21,2.78,77.25,1.48,3.71,4.21
1693047600,2,210.29,0.15,2.06,82.97,1.37,3.46,3.95
1693051200,2,210.29,0.13,1.97,85.83,1.64,3.74,4.25
1693054800,2,210.29,0.17,2.08,87.26,2.18,4.11,4.57
1693058400,2,210.29,0.17,2.51,87.26,2.65,4.3,4.7
1693062000,2,210.29,0.17,3.04,85.83,2.74,4.19,4.57
1693065600,2,213.62,0.21,5.06,77.25,2.35,4.19,4.61
1693069200,2,216.96,0.14,7.8,63.66,1.86,4.35,4.85
1693072800,1,220.3,0.03,9.68,50.78,1.51,4.49,5.08
1693076400,1,223.64,0.0,11.48,39.34,1.28,4.72,5.39
1693080000,1,226.97,0.0,13.02,29.33,1.12,5.19,5.98
1693083600,1,230.31,0.02,13.88,21.46,0.95,5.68,6.58
1693087200,1,233.65,0.13,14.39,11.98,0.61,6.21,7.27
1693090800,1,233.65,0.37,14.39,4.43,0.54,6.77,8.02
1693094400,1,233.65,0.81,13.88,1.4,0.73,7.44,8.91
1693098000,1,230.31,1.44,13.02,0.5,1.0,7.83,9.4
1693101600,1,223.64,1.98,10.28,0.32,0.85,7.75,9.28
1693105200,1,213.62,1.87,7.97,0.75,0.59,7.27,8.58
1693108800,1,213.62,0.01,7.54,20.56,1.19,5.49,6.16
1693112400,1,213.62,0.01,6.94,22.53,1.36,5.05,5.63
1693116000,1,216.96,0.06,7.97,21.99,1.56,4.83,5.38
1693119600,1,216.96,0.13,8.57,25.75,1.97,4.71,5.24
1693123200,1,216.96,0.18,8.4,29.33,2.26,4.51,5.04
1693126800,1,213.62,0.19,7.97,33.26,2.5,4.36,4.9
1693130400,1,208.62,0.14,5.48,50.07,2.29,3.38,3.79
1693134000,1,205.28,0.15,4.41,56.51,2.09,2.77,3.1
1693137600,1,205.28,0.18,4.28,57.22,2.15,2.4,2.7
1693141200,2,205.28,0.22,3.81,60.08,2.18,2.18,2.47
1693144800,2,203.61,0.17,3.51,61.51,2.21,2.55,2.86
1693148400,2,203.61,0.11,3.34,60.8,1.79,2.95,3.24
1693152000,2,203.61,0.08,3.38,60.08,1.55,2.57,2.83
1693155600,1,201.94,0.04,4.07,57.22,1.71,2.21,2.49
1693159200,1,201.94,0.01,4.63,55.07,1.68,1.77,2.07
1693162800,1,200.27,0.0,4.63,53.64,1.53,1.38,1.7
1693166400,1,200.27,0.0,4.37,52.21,1.46,1.17,1.51
1693170000,1,201.94,0.0,4.5,49.35,1.56,1.18,1.55
1693173600,1,201.94,0.0,4.84,47.21,1.71,1.35,1.76
1693177200,1,201.94,0.0,5.14,43.99,1.73,1.58,2.04
