timestamp,main_aqi,co,no,no2,o3,so2,pm2_5,pm10
1673161200,1,243.66,0.0,7.8,59.37,1.64,2.35,2.66
1673164800,2,233.65,0.0,7.63,65.09,1.67,1.7,1.97
1673168400,2,226.97,0.02,6.6,72.24,1.53,1.17,1.41
1673172000,2,220.3,0.06,5.27,77.25,1.36,0.9,1.13
1673175600,2,216.96,0.1,4.54,79.39,1.31,0.78,1.03
1673179200,2,211.95,0.12,4.11,78.68,1.28,0.68,0.92
1673182800,2,210.29,0.11,3.81,76.53,1.15,0.66,0.87
1673186400,2,211.95,0.07,4.41,73.67,1.22,0.71,0.95
1673190000,2,213.62,0.03,5.48,70.81,1.4,0.77,1.06
1673193600,2,220.3,0.0,7.37,67.23,1.67,0.91,1.27
1673197200,2,233.65,0.0,10.97,61.51,2.24,1.27,1.78
1673200800,1,253.68,0.0,15.59,56.51,2.98,1.84,2.57
1673204400,1,277.04,0.0,17.82,54.36,3.28,2.28,3.06
1673208000,1,287.06,0.0,17.14,52.93,2.92,2.51,3.13
1673211600,1,293.73,0.0,15.77,52.21,2.68,2.7,3.2
1673215200,1,297.07,0.0,14.74,50.78,2.44,2.84,3.25
1673218800,1,300.41,0.0,15.08,48.64,2.21,2.99,3.35
1673222400,1,293.73,0.0,13.02,50.07,1.67,2.68,2.95
1673226000,1,267.03,0.0,7.97,56.51,0.98,1.73,1.91
1673229600,2,233.65,0.0,3.98,63.66,0.65,0.78,0.91
1673233200,2,230.31,0.0,2.96,63.66,0.6,0.51,0.61
1673236800,1,247.0,0.0,4.11,52.21,0.69,0.97,1.04
1673240400,1,223.64,0.0,3.08,48.64,0.83,0.67,0.75
1673244000,1,213.62,0.0,2.78,50.78,1.04,0.5,0.6
1673247600,1,211.95,0.0,3.38,55.79,1.27,0.5,0.64
1673251200,2,211.95,0.0,3.68,63.66,1.33,0.51,0.71
1673254800,2,213.62,0.02,3.73,68.66,1.3,0.56,0.77
1673258400,2,216.96,0.05,3.6,70.1,1.19,0.57,0.77
1673262000,2,216.96,0.11,3.51,69.38,1.15,0.56,0.71
1673265600,2,216.96,0.19,3.73,67.23,1.24,0.58,0.72
1673269200,2,216.96,0.21,4.07,65.8,1.36,0.63,0.76
1673272800,2,216.96,0.15,4.46,64.37,1.46,0.61,0.75
1673276400,2,213.62,0.06,4.76,63.66,1.48,0.57,0.72
1673280000,2,216.96,0.0,5.27,62.23,1.52,0.55,0.7
1673283600,2,216.96,0.0,5.65,60.08,1.62,0.53,0.67
1673287200,1,220.3,0.0,6.0,57.94,1.76,0.56,0.71
1673290800,1,223.64,0.0,6.17,55.79,1.88,0.66,0.81
1673294400,1,223.64,0.0,6.08,55.79,2.0,0.79,0.95
1673298000,1,226.97,0.0,6.0,55.79,2.09,0.84,1.01
1673301600,1,226.97,0.0,6.0,55.79,2.06,0.86,1.04
1673305200,1,230.31,0.0,5.91,55.79,2.09,0.87,1.06
1673308800,1,233.65,0.0,6.08,54.36,2.15,1.1,1.32
1673312400,1,236.99,0.0,6.51,51.5,2.15,1.43,1.67
1673316000,1,233.65,0.0,6.68,50.07,2.12,1.01,1.23
1673319600,1,230.31,0.0,6.34,49.35,1.91,0.75,0.93
1673323200,1,223.64,0.0,5.83,50.78,1.68,0.7,0.89
1673326800,1,223.64,0.0,5.4,52.93,1.59,1.08,1.36
1673330400,1,223.64,0.0,6.0,54.36,2.0,1.65,2.17
1673334000,1,223.64,0.0,7.45,54.36,2.62,2.42,3.48
1673337600,1,230.31,0.0,8.05,55.79,2.92,3.65,5.48
1673341200,1,250.34,0.04,8.74,55.07,3.16,6.33,8.85
1673344800,1,260.35,0.09,9.17,55.79,3.16,7.62,10.14
1673348400,1,243.66,0.14,7.8,59.37,2.92,4.47,6.42
1673352000,2,230.31,0.17,6.43,62.94,2.68,1.96,3.45
1673355600,2,226.97,0.15,5.83,64.37,2.38,1.47,2.72
1673359200,2,226.97,0.09,5.83,66.52,2.03,1.27,2.42
1673362800,2,226.97,0.03,6.08,67.23,1.77,1.21,2.27
1673366400,2,233.65,0.0,7.2,65.8,1.74,1.24,2.27
1673370000,1,240.33,0.0,9.68,59.37,2.0,1.47,2.58
1673373600,1,247.0,0.0,13.02,52.93,2.56,1.78,2.9
1673377200,1,260.35,0.0,15.94,49.35,3.31,2.08,3.21
1673380800,1,270.37,0.0,16.79,48.64,3.76,2.24,3.42
1673384400,1,270.37,0.0,15.77,49.35,3.81,2.22,3.36
1673388000,1,260.35,0.0,13.54,51.5,3.46,1.96,2.84
1673391600,1,253.68,0.0,11.31,54.36,2.8,1.61,2.24
1673395200,1,247.0,0.0,9.25,58.65,2.24,1.34,1.81
1673398800,2,240.33,0.0,7.2,63.66,1.71,1.1,1.51
1673402400,2,230.31,0.0,5.36,69.38,1.3,0.93,1.32
1673406000,2,223.64,0.0,4.16,70.81,1.06,0.87,1.23
1673409600,2,220.3,0.0,3.56,69.38,0.92,0.87,1.17
1673413200,2,216.96,0.0,3.26,68.66,0.87,0.84,1.09
1673416800,2,216.96,0.0,4.16,67.95,1.09,0.9,1.18
1673420400,2,223.64,0.0,6.0,65.09,1.42,1.0,1.35
1673424000,2,226.97,0.0,7.63,62.23,1.64,1.11,1.54
1673427600,2,226.97,0.02,7.8,61.51,1.7,1.12,1.55
1673431200,2,223.64,0.04,6.51,62.23,1.52,0.99,1.34
1673434800,2,216.96,0.06,5.06,65.09,1.22,0.83,1.04
1673438400,2,216.96,0.08,4.71,65.8,1.15,0.8,0.94
1673442000,2,216.96,0.08,5.01,65.09,1.24,0.88,0.99
1673445600,2,220.3,0.06,6.08,60.8,1.52,1.01,1.13
1673449200,1,223.64,0.02,6.77,56.51,1.71,1.08,1.21
1673452800,1,223.64,0.0,7.37,50.78,1.94,1.23,1.39
1673456400,1,223.64,0.0,7.88,45.42,2.24,1.42,1.62
1673460000,1,226.97,0.0,8.4,40.05,2.44,1.62,1.85
1673463600,1,240.33,0.0,9.34,35.76,2.5,1.96,2.29
1673467200,1,257.02,0.0,10.8,32.9,2.44,2.45,2.99
1673470800,1,267.03,0.0,11.31,33.62,2.5,2.73,3.48
1673474400,1,243.66,0.0,8.31,38.27,2.12,2.05,2.75
1673478000,1,223.64,0.0,5.18,43.99,1.42,1.36,1.85
1673481600,1,223.64,0.0,3.9,49.35,1.04,1.17,1.59
1673485200,1,220.3,0.0,3.04,54.36,0.84,1.15,1.62
1673488800,1,220.3,0.0,2.51,59.37,0.75,1.13,1.63
1673492400,2,220.3,0.0,2.31,62.23,0.73,1.26,1.93
1673496000,2,220.3,0.0,2.31,62.23,0.8,1.47,2.37
1673499600,2,216.96,0.0,2.16,62.94,0.83,1.34,2.2
1673503200,2,213.62,0.0,2.42,62.94,0.85,0.9,1.45
1673506800,2,213.62,0.0,2.96,62.94,0.91,0.7,1.12
1673510400,2,213.62,0.0,3.26,63.66,0.94,0.7,1.14
1673514000,2,213.62,0.01,3.17,67.23,0.94,0.83,1.4
1673517600,2,213.62,0.01,3.0,70.81,0.92,0.89,1.56
1673521200,2,213.62,0.02,2.96,72.24,0.92,0.91,1.62
1673524800,2,213.62,0.02,2.96,72.24,0.92,0.91,1.62
1673528400,2,213.62,0.02,2.96,72.96,0.89,0.84,1.43
1673532000,2,213.62,0.01,3.0,75.1,0.88,0.78,1.26
1673535600,2,213.62,0.0,3.0,76.53,0.84,0.74,1.15
1673539200,2,213.62,0.0,3.17,77.96,0.82,0.74,1.16
1673542800,2,213.62,0.0,3.34,77.96,0.83,0.77,1.2
1673546400,2,216.96,0.0,3.34,77.96,0.85,0.81,1.28
1673550000,2,216.96,0.0,3.3,76.53,0.9,0.85,1.37
1673553600,2,216.96,0.0,3.26,75.1,0.94,0.87,1.4
1673557200,2,216.96,0.0,3.21,75.1,0.97,0.85,1.37
1673560800,2,216.96,0.0,3.0,76.53,0.94,0.79,1.21
1673564400,2,213.62,0.0,2.46,77.96,0.78,0.71,0.99
1673568000,2,211.95,0.0,1.99,78.68,0.67,0.68,0.88
1673571600,2,210.29,0.0,1.69,79.39,0.6,0.64,0.82
1673575200,2,210.29,0.0,1.52,80.82,0.55,0.55,0.71
1673578800,2,210.29,0.0,1.44,80.11,0.54,0.51,0.65
1673582400,2,210.29,0.0,1.44,78.68,0.54,0.5,0.61
1673586000,2,210.29,0.0,1.59,76.53,0.6,0.5,0.61
1673589600,2,211.95,0.0,2.25,75.1,0.76,0.5,0.63
1673593200,2,216.96,0.0,3.26,73.67,0.95,0.54,0.67
1673596800,2,223.64,0.0,3.64,72.24,1.04,0.58,0.7
1673600400,2,226.97,0.01,3.94,67.95,1.22,0.62,0.73
1673604000,2,226.97,0.09,4.11,62.94,1.36,0.66,0.77
1673607600,1,223.64,0.27,3.94,58.65,1.43,0.65,0.76
1673611200,1,220.3,0.45,3.68,55.79,1.56,0.64,0.77
1673614800,1,213.62,0.47,3.68,55.07,1.64,0.62,0.77
1673618400,1,211.95,0.3,3.94,55.79,1.67,0.63,0.79
1673622000,1,210.29,0.13,4.28,57.94,1.67,0.74,0.9
1673625600,1,211.95,0.01,4.8,57.22,1.65,0.98,1.19
1673629200,1,213.62,0.0,5.44,55.79,1.74,1.27,1.56
1673632800,1,216.96,0.0,5.83,55.07,1.83,1.59,1.96
1673636400,1,220.3,0.0,6.08,54.36,1.86,1.88,2.36
1673640000,1,223.64,0.0,6.08,53.64,1.91,2.06,2.67
1673643600,1,226.97,0.0,6.0,53.64,1.97,2.14,2.84
1673647200,1,226.97,0.0,5.65,54.36,1.91,2.12,2.86
1673650800,1,223.64,0.0,4.88,54.36,1.68,1.96,2.73
1673654400,1,220.3,0.0,4.16,55.07,1.48,1.78,2.57
1673658000,1,220.3,0.0,3.51,55.07,1.27,1.59,2.37
1673661600,1,216.96,0.0,3.04,55.79,1.1,1.38,2.07
1673665200,1,213.62,0.0,2.59,57.22,0.97,1.11,1.7
1673668800,1,213.62,0.0,2.42,57.94,0.81,0.91,1.39
1673672400,1,216.96,0.0,2.78,57.22,0.72,0.87,1.33
1673676000,1,226.97,0.0,4.67,54.36,1.0,1.07,1.62
1673679600,1,236.99,0.0,8.65,48.64,1.59,1.54,2.26
1673683200,1,247.0,0.01,11.65,47.21,2.12,1.92,2.84
1673686800,1,243.66,0.04,10.97,51.5,2.24,1.88,2.92
1673690400,2,226.97,0.13,7.03,61.51,1.94,1.44,2.31
1673694000,2,220.3,0.14,5.27,67.23,1.7,1.06,1.67
1673697600,2,213.62,0.12,4.67,71.53,1.59,0.76,1.19
1673701200,2,210.29,0.06,4.41,72.96,1.4,0.63,0.94
1673704800,2,208.62,0.03,4.2,74.39,1.13,0.54,0.74
1673708400,2,206.95,0.01,3.9,77.96,0.92,0.5,0.64
1673712000,2,206.95,0.0,3.81,81.54,0.82,0.5,0.64
1673715600,2,206.95,0.0,3.86,80.82,0.8,0.5,0.64
1673719200,2,208.62,0.0,3.64,79.39,0.81,0.5,0.64
1673722800,2,208.62,0.0,3.17,77.25,0.8,0.5,0.61
1673726400,2,205.28,0.0,2.66,75.82,0.69,0.5,0.59
1673730000,2,205.28,0.0,2.31,75.82,0.6,0.5,0.58
1673733600,2,205.28,0.0,1.99,76.53,0.5,0.5,0.56
1673737200,2,203.61,0.0,1.56,76.53,0.38,0.5,0.55
1673740800,2,201.94,0.0,1.24,77.25,0.33,0.5,0.54
1673744400,2,201.94,0.0,1.03,78.68,0.3,0.5,0.53
1673748000,2,201.94,0.0,0.91,79.39,0.31,0.5,0.53
1673751600,2,203.61,0.0,0.86,80.11,0.32,0.5,0.53
1673755200,2,206.95,0.0,0.87,80.82,0.34,0.5,0.54
1673758800,2,211.95,0.0,1.12,81.54,0.48,0.5,0.54
1673762400,2,210.29,0.0,1.99,74.39,0.82,0.53,0.6
1673766000,2,213.62,0.0,3.26,60.08,1.0,0.82,0.93
1673769600,1,220.3,0.0,4.16,51.5,0.97,0.93,1.06
1673773200,1,223.64,0.01,4.24,52.21,1.06,0.9,1.02
1673776800,1,226.97,0.05,4.16,54.36,1.12,0.87,0.98
1673780400,1,220.3,0.07,3.81,56.51,1.16,0.71,0.8
1673784000,1,210.29,0.07,3.34,58.65,1.15,0.55,0.63
1673787600,2,208.62,0.11,3.08,61.51,1.1,0.5,0.59
1673791200,2,208.62,0.16,2.87,63.66,1.07,0.5,0.61
1673794800,2,208.62,0.1,2.83,65.8,0.95,0.5,0.62
1673798400,2,211.95,0.01,2.96,68.66,0.83,0.5,0.63
1673802000,2,213.62,0.0,3.13,70.1,0.8,0.5,0.65
1673805600,2,213.62,0.0,3.26,69.38,0.82,0.5,0.67
1673809200,2,216.96,0.0,3.47,68.66,0.88,0.5,0.7
1673812800,2,220.3,0.0,3.6,67.95,0.92,0.52,0.74
1673816400,2,216.96,0.0,3.64,67.23,0.95,0.53,0.76
1673820000,2,213.62,0.0,3.43,66.52,0.9,0.5,0.73
1673823600,2,210.29,0.0,2.91,67.23,0.75,0.5,0.71
1673827200,2,208.62,0.0,2.63,67.95,0.72,0.5,0.7
1673830800,2,210.29,0.0,2.44,68.66,0.73,0.5,0.71
1673834400,2,210.29,0.0,2.38,69.38,0.78,0.5,0.72
1673838000,2,208.62,0.0,2.33,69.38,0.86,0.5,0.71
1673841600,2,210.29,0.0,2.55,70.1,1.01,0.5,0.72
1673845200,2,216.96,0.0,3.77,70.1,1.45,0.5,0.81
1673848800,2,233.65,0.0,6.94,67.95,2.32,0.81,1.29
1673852400,2,247.0,0.0,11.14,64.37,3.25,1.3,2.04
1673856000,2,250.34,0.01,13.37,62.94,3.81,1.62,2.58
1673859600,2,250.34,0.1,12.85,65.09,3.93,1.75,2.77
1673863200,2,250.34,0.18,10.97,71.53,3.73,1.71,2.44
1673866800,2,247.0,0.25,9.42,78.68,3.49,1.19,1.68
1673870400,2,240.33,0.27,8.65,81.54,3.49,0.94,1.36
1673874000,2,233.65,0.23,8.91,82.97,3.61,0.85,1.26
1673877600,2,226.97,0.13,7.8,85.12,2.8,0.61,0.92
1673881200,2,216.96,0.04,5.74,80.82,1.67,0.5,0.66
1673884800,2,213.62,0.0,3.98,75.82,0.97,0.5,0.58
1673888400,2,216.96,0.0,3.56,70.1,0.73,0.5,0.56
1673892000,2,216.96,0.0,3.47,67.23,0.74,0.5,0.56
1673895600,2,216.96,0.0,3.9,65.8,0.95,0.5,0.57
1673899200,2,220.3,0.0,4.46,62.94,1.24,0.5,0.57
1673902800,2,220.3,0.0,4.8,60.8,1.46,0.5,0.57
1673906400,2,220.3,0.0,4.88,60.08,1.53,0.5,0.58
1673910000,1,220.3,0.0,4.71,59.37,1.58,0.5,0.58
1673913600,1,223.64,0.0,4.71,57.94,1.68,0.5,0.58
1673917200,1,223.64,0.0,4.84,56.51,1.8,0.5,0.6
1673920800,1,226.97,0.0,4.93,54.36,1.86,0.5,0.63
1673924400,1,226.97,0.0,4.58,54.36,1.77,0.5,0.66
1673928000,1,223.64,0.0,4.11,55.79,1.45,0.52,0.72
1673931600,1,223.64,0.0,4.2,56.51,1.31,0.74,1.01
1673935200,1,233.65,0.0,6.43,54.36,1.62,1.28,1.68
1673938800,1,253.68,0.01,10.8,47.92,2.24,2.03,2.62
1673942400,1,267.03,0.03,14.74,42.56,2.95,2.73,3.51
1673946000,1,277.04,0.3,16.62,41.84,3.73,3.13,4.0
1673949600,1,247.0,0.5,11.48,53.64,4.59,1.95,2.52
1673953200,1,236.99,0.75,10.54,57.94,6.14,1.43,1.91
1673956800,2,230.31,0.77,9.17,61.51,5.72,1.03,1.46
1673960400,2,223.64,0.78,6.94,63.66,3.52,0.73,1.13
1673964000,2,223.64,0.44,6.85,63.66,2.47,0.61,0.95
1673967600,2,223.64,0.17,7.2,62.23,1.97,0.6,0.91
1673971200,2,223.64,0.02,7.37,60.8,1.58,0.59,0.88
1673974800,1,226.97,0.0,7.45,59.37,1.42,0.61,0.91
1673978400,1,226.97,0.0,7.54,56.51,1.39,0.78,1.1
1673982000,1,230.31,0.0,7.63,54.36,1.46,0.93,1.24
1673985600,1,236.99,0.0,8.4,51.5,1.65,1.3,1.58
1673989200,1,240.33,0.0,9.0,48.64,1.67,1.79,2.07
1673992800,1,243.66,0.0,8.83,46.49,1.58,2.06,2.31
1673996400,1,243.66,0.0,8.23,45.42,1.4,2.17,2.37
1674000000,1,243.66,0.0,8.05,43.99,1.36,2.42,2.6
1674003600,1,247.0,0.0,7.97,43.27,1.36,2.67,2.84
1674007200,1,247.0,0.0,7.71,43.63,1.42,2.89,3.05
1674010800,1,247.0,0.0,7.2,45.06,1.46,2.99,3.13
1674014400,1,243.66,0.0,6.25,48.64,1.46,2.85,2.98
1674018000,1,240.33,0.0,5.74,52.21,1.56,2.79,2.94
1674021600,1,240.33,0.0,6.25,53.64,1.79,3.0,3.22
1674025200,1,247.0,0.0,7.37,53.64,1.91,3.05,3.36
1674028800,1,253.68,0.01,8.48,48.64,1.97,3.36,3.72
1674032400,1,263.69,0.19,11.48,37.91,2.68,4.38,4.76
1674036000,1,280.38,0.98,15.77,27.89,4.11,5.5,5.91
1674039600,1,293.73,2.07,18.34,24.32,5.19,6.37,6.8
1674043200,1,303.75,3.02,21.25,21.99,6.38,7.86,8.33
1674046800,1,307.08,3.16,24.33,21.1,7.51,8.9,9.47
1674050400,1,300.41,2.46,27.08,20.92,7.99,8.44,9.23
1674054000,1,293.73,1.3,28.79,20.21,8.23,7.2,8.26
1674057600,1,310.42,0.94,34.62,13.59,5.66,7.26,8.72
1674061200,2,343.8,2.4,42.16,5.01,3.87,8.21,10.12
1674064800,2,380.52,5.64,45.24,1.31,4.83,9.61,11.95
1674068400,2,420.57,8.83,45.93,0.3,7.03,11.48,14.27
1674072000,2,427.25,8.38,45.93,0.26,7.39,12.62,15.68
1674075600,2,407.22,4.75,44.55,1.22,7.75,12.32,15.33
1674079200,1,343.8,0.52,38.39,8.76,9.66,9.73,12.01
1674082800,1,317.1,0.1,33.93,14.31,10.25,9.48,11.39
1674086400,2,303.75,0.03,27.76,20.21,8.58,10.07,11.75
1674090000,2,287.06,0.01,19.71,28.25,6.02,10.28,11.74
1674093600,2,280.38,0.0,14.05,35.05,4.41,10.42,11.68
1674097200,2,280.38,0.0,11.65,38.62,3.93,10.3,11.36
1674100800,2,283.72,0.0,11.31,40.41,4.17,10.02,10.96
1674104400,1,287.06,0.0,11.48,41.13,4.35,9.6,10.47
1674108000,1,297.07,0.02,13.88,38.62,4.89,9.41,10.31
1674111600,1,310.42,0.04,17.99,33.97,5.54,9.46,10.44
1674115200,1,310.42,0.06,18.68,33.97,5.66,9.01,9.99
1674118800,1,290.39,0.21,14.57,40.05,5.07,7.7,8.5
1674122400,1,263.69,0.3,9.68,47.21,3.99,6.03,6.58
1674126000,1,257.02,0.44,8.14,50.07,3.04,4.99,5.45
1674129600,1,257.02,0.56,8.05,50.07,3.01,4.67,5.11
1674133200,1,260.35,0.57,8.31,49.35,2.98,4.56,5.01
1674136800,1,260.35,0.37,8.48,50.07,2.77,4.26,4.71
1674140400,1,260.35,0.16,8.83,50.07,2.59,4.02,4.47
1674144000,1,263.69,0.03,10.62,47.92,2.32,3.99,4.47
1674147600,1,273.7,0.01,13.19,43.63,2.32,4.31,4.88
1674151200,1,287.06,0.02,15.77,38.62,3.22,5.04,5.75
1674154800,1,297.07,0.03,18.34,33.62,4.11,5.98,6.85
1674158400,1,307.08,0.03,19.88,30.76,4.53,6.72,7.72
1674162000,1,313.76,0.03,20.73,29.33,4.77,7.28,8.36
1674165600,1,310.42,0.02,20.05,30.04,4.65,7.4,8.49
1674169200,1,303.75,0.01,18.51,31.83,4.35,7.35,8.42
1674172800,1,303.75,0.0,16.79,33.62,4.41,7.44,8.51
1674176400,1,320.43,0.03,19.71,27.54,4.23,8.49,9.75
1674180000,1,347.14,0.09,23.65,18.78,3.99,9.9,11.4
1674183600,2,363.83,0.2,25.7,13.23,3.87,10.83,12.49
1674187200,2,370.5,0.31,26.05,10.01,3.87,10.93,12.6
1674190800,2,370.5,0.52,25.7,8.4,4.11,10.6,12.19
1674194400,2,390.53,1.75,28.45,4.92,5.6,11.08,12.57
1674198000,2,417.23,4.81,31.87,1.27,7.27,12.24,13.81
1674201600,2,440.6,8.38,33.93,0.28,8.46,13.43,15.17
1674205200,2,453.95,10.62,33.59,1.61,9.06,14.12,16.23
1674208800,2,370.5,3.69,27.42,14.31,10.37,11.09,13.23
1674212400,1,340.46,3.8,22.28,22.89,10.97,9.75,11.77
1674216000,1,327.11,4.36,20.39,26.46,10.01,9.13,10.97
1674219600,1,287.06,2.43,15.08,36.12,7.21,6.84,7.99
1674223200,1,270.37,1.01,12.34,41.13,4.83,5.18,6.03
1674226800,1,263.69,0.34,11.48,42.56,3.93,3.75,4.43
1674230400,1,283.72,0.15,17.82,32.19,3.64,3.84,4.57
1674234000,1,327.11,0.54,29.13,16.27,3.34,5.36,6.34
1674237600,1,373.84,2.37,37.7,5.05,4.41,7.42,8.71
1674241200,2,427.25,7.38,41.13,0.55,6.74,9.87,11.53
1674244800,2,480.65,13.75,41.47,0.05,8.11,12.32,14.34
1674248400,2,514.03,17.43,41.13,0.02,8.7,14.12,16.52
1674252000,2,514.03,17.21,40.1,0.01,7.99,14.36,17.05
1674255600,2,480.65,13.52,38.39,0.01,6.14,13.42,16.08
1674259200,2,440.6,8.38,37.7,0.09,4.65,12.61,14.95
1674262800,2,367.16,1.08,31.87,5.14,3.99,11.19,12.78
1674266400,2,323.77,0.07,22.96,13.59,3.46,10.12,11.28
1674270000,1,300.41,0.02,15.59,20.56,3.22,9.4,10.29
1674273600,1,293.73,0.02,12.85,22.71,3.46,9.56,10.36
1674277200,2,300.41,0.04,15.25,19.31,3.81,10.59,11.37
1674280800,2,327.11,0.19,21.59,13.59,4.11,11.33,12.02
1674284400,2,333.79,0.18,22.28,14.84,4.11,11.14,11.56
1674288000,2,320.43,0.12,19.88,20.74,4.53,11.41,11.84
1674291600,2,313.76,0.56,17.99,24.68,5.01,12.65,13.25
1674295200,2,297.07,0.68,15.08,32.19,4.77,11.97,12.64
1674298800,2,283.72,0.82,12.51,38.98,4.05,10.15,10.75
1674302400,1,277.04,0.89,11.31,40.41,3.31,8.09,8.57
1674306000,1,257.02,0.63,8.05,45.78,2.47,4.08,4.31
1674309600,1,247.0,0.31,6.77,50.07,2.09,2.06,2.2
1674313200,1,240.33,0.11,5.91,53.64,1.83,1.14,1.27
1674316800,1,236.99,0.01,5.23,57.94,1.55,0.77,0.91
1674320400,1,233.65,0.0,5.1,57.94,1.46,0.76,0.91
1674324000,1,240.33,0.0,5.74,53.64,1.71,1.07,1.24
1674327600,1,247.0,0.0,6.6,48.64,2.03,1.76,1.95
1674331200,1,253.68,0.0,7.54,44.35,2.24,2.96,3.15
1674334800,1,260.35,0.0,8.57,40.41,2.35,4.14,4.33
1674338400,1,263.69,0.0,8.91,38.98,2.21,4.65,4.85
1674342000,1,260.35,0.0,7.97,40.41,1.91,4.37,4.55
1674345600,1,253.68,0.0,6.68,42.2,1.79,3.77,3.94
1674349200,1,247.0,0.0,5.83,42.2,1.76,3.41,3.59
1674352800,1,247.0,0.0,5.65,40.41,1.77,3.26,3.47
1674356400,1,247.0,0.0,5.57,38.62,1.77,3.15,3.39
1674360000,1,247.0,0.0,5.44,37.91,1.76,2.96,3.2
1674363600,1,250.34,0.01,5.48,37.55,1.8,2.78,3.0
1674367200,1,260.35,0.02,7.03,35.76,2.21,2.8,3.06
1674370800,1,267.03,0.04,9.34,32.9,2.62,2.82,3.13
1674374400,1,270.37,0.05,9.77,32.54,2.53,2.52,2.83
1674378000,1,267.03,0.13,8.31,35.05,2.18,2.03,2.31
1674381600,1,260.35,0.34,6.77,39.34,2.32,1.64,1.87
1674385200,1,263.69,0.52,6.77,40.77,2.15,1.59,1.82
1674388800,1,263.69,0.62,7.2,40.77,2.0,1.59,1.82
1674392400,1,267.03,0.71,7.97,39.7,1.97,1.67,1.93
1674396000,1,270.37,0.56,9.17,38.27,1.94,1.79,2.08
1674399600,1,273.7,0.31,10.54,35.76,1.91,1.94,2.27
1674403200,1,273.7,0.08,12.0,33.62,1.82,2.16,2.52
1674406800,1,277.04,0.04,13.37,30.76,1.76,2.5,2.91
1674410400,1,283.72,0.05,14.39,28.25,1.83,2.9,3.39
1674414000,1,287.06,0.06,14.39,26.46,1.86,3.15,3.64
1674417600,1,283.72,0.05,13.71,25.03,1.83,3.17,3.61
1674421200,1,283.72,0.05,13.19,23.25,1.88,3.22,3.59
1674424800,1,287.06,0.05,13.02,21.1,2.15,3.38,3.68
1674428400,1,287.06,0.03,12.51,19.13,2.47,3.53,3.77
1674432000,1,293.73,0.04,12.34,17.17,2.56,3.65,3.84
1674435600,1,297.07,0.03,12.17,16.09,2.53,3.64,3.84
1674439200,1,300.41,0.03,11.65,15.38,2.5,3.61,3.83
1674442800,1,300.41,0.03,11.14,14.84,2.62,3.52,3.75
1674446400,1,303.75,0.03,11.14,14.13,2.95,3.48,3.72
1674450000,1,310.42,0.06,11.65,12.87,3.25,3.54,3.81
1674453600,1,317.1,0.21,13.19,11.0,3.64,3.77,4.1
1674457200,1,327.11,0.42,14.91,9.03,4.11,4.05,4.45
1674460800,1,330.45,0.53,15.77,8.14,4.59,4.17,4.61
1674464400,1,330.45,1.79,14.05,10.19,4.53,4.14,4.62
1674468000,1,330.45,2.79,11.31,15.38,5.42,3.84,4.24
1674471600,1,330.45,2.82,10.11,19.13,5.54,3.96,4.34
1674475200,1,330.45,2.54,10.11,21.1,5.54,4.36,4.74
1674478800,1,330.45,1.87,10.8,21.64,5.3,4.95,5.33
1674482400,1,320.43,1.16,11.31,23.6,4.71,5.73,6.13
1674486000,1,303.75,0.44,11.65,28.97,4.29,5.3,5.69
1674489600,1,290.39,0.07,10.88,36.12,4.23,4.24,4.6
1674493200,1,283.72,0.01,9.77,41.84,4.05,4.03,4.36
1674496800,1,287.06,0.01,9.68,41.13,3.52,4.99,5.35
1674500400,1,297.07,0.01,11.14,32.54,2.8,7.32,7.76
1674504000,1,303.75,0.02,12.51,27.18,2.68,9.32,9.87
1674507600,2,307.08,0.01,12.85,27.18,3.01,10.3,10.99
1674511200,2,300.41,0.01,12.17,29.68,3.46,10.74,11.51
1674514800,2,293.73,0.0,10.97,32.19,3.64,10.64,11.44
1674518400,2,287.06,0.0,9.85,34.69,3.78,10.59,11.4
1674522000,2,283.72,0.0,8.74,36.84,3.7,10.44,11.21
1674525600,2,277.04,0.0,7.63,38.98,3.37,10.23,10.93
1674529200,2,273.7,0.0,6.77,40.05,3.07,10.13,10.78
1674532800,2,273.7,0.0,6.43,40.41,2.92,10.43,11.09
1674536400,2,270.37,0.0,6.6,40.77,2.89,11.14,11.83
1674540000,2,273.7,0.0,7.37,40.41,2.98,11.73,12.45
1674543600,2,277.04,0.01,8.31,39.7,3.04,12.12,12.83
1674547200,2,277.04,0.01,8.74,38.62,3.1,12.39,13.09
1674550800,2,277.04,0.11,8.91,38.27,3.19,12.41,13.08
1674554400,2,277.04,0.34,8.74,38.98,3.22,12.04,12.69
1674558000,2,270.37,0.61,8.23,40.77,3.13,11.22,11.84
1674561600,2,267.03,0.73,7.71,43.27,2.95,10.14,10.72
1674565200,1,260.35,0.61,7.28,46.49,2.77,8.68,9.21
1674568800,1,257.02,0.35,7.54,47.92,2.68,8.16,8.67
1674572400,1,257.02,0.14,8.14,47.92,2.68,8.06,8.57
1674576000,1,260.35,0.02,9.0,46.49,2.71,8.19,8.72
1674579600,1,263.69,0.0,10.02,43.99,2.8,8.53,9.12
1674583200,1,270.37,0.0,10.8,41.84,2.89,9.08,9.75
1674586800,1,273.7,0.01,11.48,39.7,2.8,9.78,10.55
1674590400,2,280.38,0.01,12.0,37.55,2.62,10.61,11.47
1674594000,2,283.72,0.01,12.51,36.12,2.47,11.33,12.27
